action,protocol,src-ip,dst-ip,src-port,dst-port,path,src-ip-risk-factor,dst-ip-risk-factor,total-risk-factor
0,0,1179484600,3232235784,1024,42065,0,0.0,0.0,0.0
0,0,3513812778,3232235784,42652,42065,0,0.0,0.0,0.0
0,0,1349681394,3232235784,31031,42065,0,0.0,0.0,0.0
0,0,3232235784,1742865720,42065,12388,1,0.0,0.0,0.0
0,0,415337115,3232235784,58825,42065,0,0.0,0.0,0.0
0,0,1451762563,3232235784,62734,42065,0,0.0,0.0,0.0
0,0,2107997168,3232235784,6881,42065,0,0.0,0.0,0.0
0,0,2875498245,3232235784,18005,42065,0,0.0,0.0,0.0
0,1,1758417666,3232235784,44109,42065,0,0.0,0.0,0.0
0,0,1601809950,3232235784,30602,42065,0,-99999.0,0.0,-99999.0
0,1,3232235784,1742865720,57547,12388,1,0.0,0.0,0.0
0,1,2057390539,3232235784,62166,42065,0,4.0,0.0,1.0
0,0,2900063952,3232235784,6882,42065,0,0.0,0.0,0.0
0,0,1867662199,3232235784,62888,42065,0,0.0,0.0,0.0
0,0,1947754089,3232235784,32968,42065,0,0.0,0.0,0.0
0,0,2059424350,3232235784,1210,42065,0,0.0,0.0,0.0
0,0,634533391,3232235784,50321,42065,0,-99999.0,0.0,-99999.0
0,0,1915302112,3232235784,8708,42065,0,0.0,0.0,0.0
0,1,3320649946,3232235784,52296,42065,0,4.0,0.0,1.0
0,1,3232235784,762748217,57546,42815,1,0.0,0.0,0.0
0,1,695392605,3232235784,5741,42065,0,0.0,0.0,0.0
0,0,1017625270,3232235784,8144,42065,0,0.0,0.0,0.0
0,0,3747246567,3232235784,65431,42065,0,0.0,0.0,0.0
0,0,3338646391,3232235784,26085,42065,0,0.0,0.0,0.0
0,0,1947963401,3232235784,22555,42065,0,0.0,0.0,0.0
0,1,995824110,3232235784,55788,42065,0,4.0,0.0,1.0
0,1,1763420994,3232235784,1480,42065,0,0.0,0.0,0.0
